Items Report
"Jan 8, 2024 12:00 AM - Jan 8, 2024 11:59 PM"
"Requested on: Dec 11, 2024 1:19 PM"
Filters: Item Type = Revenue Items

Categories: All
"The report reflects all revenue items in paid, partially paid, partially refunded and refunded status. Does not include open orders."

Gross Sales,$773.20
Net Sales,$772.35
COGS,$0.00
Gross Profit,$772.35
Gross Profit Margin,100%

Category Name,Name,Gross Sales,Net Sales,Sold,Refunded,Modifier Name,Modifier Sold,Modifier Amount,Discounts,Refunds,% Net Sales,Avg Item Size,COGS,Gross Profit
Coffee Hot - Café Chaud
,Latte,$82.00,$81.57,17,0," "," ",-,-$0.43,$0.00,10.56%,$4.80,$0.00,$81.57
,," "," "," "," ",Oat - Avoine,9,$4.50," "," "," "," "," "," "
,," "," "," "," ",Almond - Amande,1,$0.50," "," "," "," "," "," "
,," "," "," "," ",Regular milk - Lait régulier,7,$0.00," "," "," "," "," "," "
,," "," "," "," ",Basha,4,$3.60," "," "," "," "," "," "
,," "," "," "," ",Maison,12,$0.00," "," "," "," "," "," "
,," "," "," "," ",Decaf,1,$0.30," "," "," "," "," "," "
,," "," "," "," ",Dine In,11,$0.00," "," "," "," "," "," "
,," "," "," "," ",Take Out,6,$0.00," "," "," "," "," "," "
,Espresso,$42.30,$41.88,12,0," "," ",-,-$0.42,$0.00,5.42%,$3.49,$0.00,$41.88
,," "," "," "," ",Basha,3,$2.70," "," "," "," "," "," "
,," "," "," "," ",Maison,9,$0.00," "," "," "," "," "," "
,," "," "," "," ",Dine In,11,$0.00," "," "," "," "," "," "
,," "," "," "," ",Take Out,1,$0.00," "," "," "," "," "," "
,Cortado,$34.85,$34.85,8,0," "," ",-,$0.00,$0.00,4.51%,$4.36,$0.00,$34.85
,," "," "," "," ",Oat - Avoine,2,$1.00," "," "," "," "," "," "
,," "," "," "," ",Lactose free - Sans lactose,1,$0.35," "," "," "," "," "," "
,," "," "," "," ",Regular milk - Lait régulier,5,$0.00," "," "," "," "," "," "
,," "," "," "," ",Basha,3,$2.70," "," "," "," "," "," "
,," "," "," "," ",Maison,5,$0.00," "," "," "," "," "," "
,," "," "," "," ",Dine In,6,$0.00," "," "," "," "," "," "
,," "," "," "," ",Take Out,2,$0.00," "," "," "," "," "," "
,Flat White,$34.80,$34.80,8,0," "," ",-,$0.00,$0.00,4.51%,$4.35,$0.00,$34.80
,," "," "," "," ",Oat - Avoine,2,$1.00," "," "," "," "," "," "
,," "," "," "," ",Regular milk - Lait régulier,6,$0.00," "," "," "," "," "," "
,," "," "," "," ",Basha,2,$1.80," "," "," "," "," "," "
,," "," "," "," ",Maison,6,$0.00," "," "," "," "," "," "
,," "," "," "," ",Dine In,8,$0.00," "," "," "," "," "," "
,Long Black,$27.40,$27.40,7,0," "," ",-,$0.00,$0.00,3.55%,$3.91,$0.00,$27.40
,," "," "," "," ",Basha,4,$3.60," "," "," "," "," "," "
,," "," "," "," ",Maison,3,$0.00," "," "," "," "," "," "
,," "," "," "," ",Dine In,4,$0.00," "," "," "," "," "," "
,," "," "," "," ",Take Out,3,$0.00," "," "," "," "," "," "
,Cappuccino,$27.20,$27.20,6,0," "," ",-,$0.00,$0.00,3.52%,$4.53,$0.00,$27.20
,," "," "," "," ",Regular milk - Lait régulier,6,$0.00," "," "," "," "," "," "
,," "," "," "," ",Basha,1,$0.90," "," "," "," "," "," "
,," "," "," "," ",Maison,5,$0.00," "," "," "," "," "," "
,," "," "," "," ",Dine In,5,$0.00," "," "," "," "," "," "
,," "," "," "," ",Take Out,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Vanilla Sirop,1,$0.50," "," "," "," "," "," "
,Pour-over Filtre,$23.50,$23.50,5,0," "," ",-,$0.00,$0.00,3.04%,$4.70,$0.00,$23.50
,," "," "," "," ",Litchi,1,$5.00," "," "," "," "," "," "
,," "," "," "," ",Robinson Rivera Traffic,3,$12.00," "," "," "," "," "," "
,," "," "," "," ",September Geisha Gomez,1,$6.50," "," "," "," "," "," "
,," "," "," "," ",Dine In,3,$0.00," "," "," "," "," "," "
,," "," "," "," ",Take Out,2,$0.00," "," "," "," "," "," "
,Americano,$14.10,$14.10,4,0," "," ",-,$0.00,$0.00,1.83%,$3.53,$0.00,$14.10
,," "," "," "," ",Maison,3,$0.00," "," "," "," "," "," "
,," "," "," "," ",Decaf,1,$0.30," "," "," "," "," "," "
,," "," "," "," ",Lait Ordinaire,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Sans lait,3,$0.00," "," "," "," "," "," "
,," "," "," "," ",Dine In,4,$0.00," "," "," "," "," "," "
,Mocha Latte,$10.70,$10.70,2,0," "," ",-,$0.00,$0.00,1.39%,$5.35,$0.00,$10.70
,," "," "," "," ",Macadamia,1,$0.70," "," "," "," "," "," "
,," "," "," "," ",Regular milk - Lait régulier,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Maison,2,$0.00," "," "," "," "," "," "
,," "," "," "," ",Dine In,2,$0.00," "," "," "," "," "," "
Total (Coffee Hot - Café Chaud),,$296.85,$296.00,69,0,-,184,$47.95,-$0.85,$0.00,38.32%,$4.29,$0.00,$296.00

Uncategorized
,Dejeuner Sandwich,$51.00,$51.00,6,0," "," ",-,$0.00,$0.00,6.60%,$8.50,$0.00,$51.00
,Salmon Sandwich,$26.00,$26.00,2,0," "," ",-,$0.00,$0.00,3.37%,$13.00,$0.00,$26.00
,Wilfredo Ruiz,$26.00,$26.00,1,0," "," ",-,$0.00,$0.00,3.37%,$26.00,$0.00,$26.00
,Sandwich Saucisse,$25.00,$25.00,2,0," "," ",-,$0.00,$0.00,3.24%,$12.50,$0.00,$25.00
,Gâteau au citron,$19.80,$19.80,6,0," "," ",-,$0.00,$0.00,2.56%,$3.30,$0.00,$19.80
,Chia Pudding,$18.00,$18.00,2,0," "," ",-,$0.00,$0.00,2.33%,$9.00,$0.00,$18.00
,Kayana,$14.00,$14.00,1,0," "," ",-,$0.00,$0.00,1.81%,$14.00,$0.00,$14.00
,Brownie,$13.50,$13.50,3,0," "," ",-,$0.00,$0.00,1.75%,$4.50,$0.00,$13.50
,Toast Avocat,$13.00,$13.00,1,0," "," ",-,$0.00,$0.00,1.68%,$13.00,$0.00,$13.00
,," "," "," "," ",Dine In,1,$0.00," "," "," "," "," "," "
,Biscuit Noel,$12.50,$12.50,5,0," "," ",-,$0.00,$0.00,1.62%,$2.50,$0.00,$12.50
,Bostock,$12.00,$12.00,1,0," "," ",-,$0.00,$0.00,1.55%,$12.00,$0.00,$12.00
