Items Report
"Dec 16, 2023 12:00 AM - Dec 16, 2023 11:59 PM"
"Requested on: Dec 11, 2024 1:15 PM"
Filters: Item Type = Revenue Items

Categories: All
"The report reflects all revenue items in paid, partially paid, partially refunded and refunded status. Does not include open orders."

Gross Sales,"$1,943.30"
Net Sales,"$1,932.48"
COGS,$0.00
Gross Profit,"$1,917.18"
Gross Profit Margin,99.21%

Category Name,Name,Gross Sales,Net Sales,Sold,Refunded,Modifier Name,Modifier Sold,Modifier Amount,Discounts,Refunds,% Net Sales,Avg Item Size,COGS,Gross Profit
Uncategorized
,Old Fashioned,$96.00,$96.00,24,0," "," ",-,$0.00,$0.00,4.97%,$4.00,$0.00,$96.00
,Cruller,$76.00,$76.00,19,0," "," ",-,$0.00,$0.00,3.93%,$4.00,$0.00,$76.00
,Old Fashioned,$76.00,$76.00,19,0," "," ",-,$0.00,$0.00,3.93%,$4.00,$0.00,$76.00
,Box 1 Each,$68.00,$68.00,4,0," "," ",-,$0.00,$0.00,3.52%,$17.00,$0.00,$68.00
,Salmon Sandwich,$65.00,$65.00,5,0," "," ",-,$0.00,$0.00,3.36%,$13.00,$0.00,$65.00
,Toast Avocat,$65.00,$65.00,5,0," "," ",-,$0.00,$0.00,3.36%,$13.00,$0.00,$65.00
,," "," "," "," ",Dine In,5,$0.00," "," "," "," "," "," "
,Brioche,$60.00,$60.00,12,0," "," ",-,$0.00,$0.00,3.10%,$5.00,$0.00,$60.00
,Cruller,$60.00,$60.00,15,0," "," ",-,$0.00,$0.00,3.10%,$4.00,$0.00,$60.00
,Colorfull,$56.00,$56.00,2,0," "," ",-,$0.00,$0.00,2.90%,$28.00,$0.00,$56.00
,Dejeuner Sandwich,$51.00,$51.00,6,0," "," ",-,$0.00,$0.00,2.64%,$8.50,$0.00,$51.00
,Brioche,$50.00,$50.00,10,0," "," ",-,$0.00,$0.00,2.59%,$5.00,$0.00,$50.00
,Candy Cane Chocolate,$46.40,$44.08,8,0," "," ",-,-$2.32,$0.00,2.28%,$5.51,$0.00,$44.08
,," "," "," "," ",Only Regular Milk - Lait regulier seulement,3,$0.00," "," "," "," "," "," "
,Sandwich Saucisse,$37.50,$37.50,3,0," "," ",-,$0.00,$0.00,1.94%,$12.50,$0.00,$37.50
,Onyx Red,$36.50,$36.50,1,0," "," ",-,$0.00,$0.00,1.89%,$36.50,$0.00,$36.50
,Conquito,$37.80,$35.64,7,0," "," ",-,-$2.16,$0.00,1.84%,$5.09,$0.00,$35.64
,Colorfull Decaf,$27.00,$27.00,1,0," "," ",-,$0.00,$0.00,1.40%,$27.00,$0.00,$27.00
,Biscuit Noel,$25.00,$24.50,10,0," "," ",-,-$0.50,$0.00,1.27%,$2.45,$0.00,$24.50
,Robinson Rivera,$24.00,$24.00,1,0," "," ",-,$0.00,$0.00,1.24%,$24.00,$0.00,$24.00
,Gâteau au citron,$19.80,$19.80,6,0," "," ",-,$0.00,$0.00,1.02%,$3.30,$0.00,$19.80
,Brownie,$13.50,$13.50,3,0," "," ",-,$0.00,$0.00,0.70%,$4.50,$0.00,$13.50
,Article personnalisé,$11.60,$11.60,2,0," "," ",-,$0.00,$0.00,0.60%,$5.80,-,-
,Butterfly Latte,$10.00,$10.00,2,0," "," ",-,$0.00,$0.00,0.52%,$5.00,$0.00,$10.00
