Items Report
"Jun 3, 2024 12:00 AM - Jun 3, 2024 11:59 PM"
"Requested on: Dec 11, 2024 1:41 PM"
Filters: Item Type = Revenue Items

Categories: All
"The report reflects all revenue items in paid, partially paid, partially refunded and refunded status. Does not include open orders."

Gross Sales,$964.95
Net Sales,$958.45
COGS,$0.00
Gross Profit,$958.45
Gross Profit Margin,100%

Category Name,Name,Gross Sales,Net Sales,Sold,Refunded,Modifier Name,Modifier Sold,Modifier Amount,Discounts,Refunds,% Net Sales,Avg Item Size,COGS,Gross Profit
Menu Spécial
,Avocat,$91.00,$91.00,7,0," "," ",-,$0.00,$0.00,9.49%,$13.00,$0.00,$91.00
,Poulet,$84.00,$81.20,6,0," "," ",-,-$2.80,$0.00,8.47%,$13.53,$0.00,$81.20
,Dejeuner,$44.00,$44.00,4,0," "," ",-,$0.00,$0.00,4.59%,$11.00,$0.00,$44.00
,Méditerranée,$36.00,$33.60,3,0," "," ",-,-$2.40,$0.00,3.51%,$11.20,$0.00,$33.60
,La Terre,$12.00,$12.00,1,0," "," ",-,$0.00,$0.00,1.25%,$12.00,$0.00,$12.00
,," "," "," "," ",Dine In,1,$0.00," "," "," "," "," "," "
Total (Menu Spécial),,$267.00,$261.80,21,0,-,1,$0.00,-$5.20,$0.00,27.31%,$12.47,$0.00,$261.80

Coffee Cold - Café Froid
,Freddo Latte,$93.10,$93.10,19,0," "," ",-,$0.00,$0.00,9.71%,$4.90,$0.00,$93.10
,," "," "," "," ",Oat - Avoine,4,$2.00," "," "," "," "," "," "
,," "," "," "," ",Almond - Amande,5,$2.50," "," "," "," "," "," "
,," "," "," "," ",Regular milk - Lait régulier,10,$0.00," "," "," "," "," "," "
,," "," "," "," ",Traffic,3,$3.00," "," "," "," "," "," "
,," "," "," "," ",Maison,16,$0.00," "," "," "," "," "," "
,," "," "," "," ",Sans sucre,17,$0.00," "," "," "," "," "," "
,," "," "," "," ",1/2 sucre,2,$0.00," "," "," "," "," "," "
,," "," "," "," ",Dine In,11,$0.00," "," "," "," "," "," "
,," "," "," "," ",Take Out,8,$0.00," "," "," "," "," "," "
,," "," "," "," ",Vanilla Sirop,4,$2.00," "," "," "," "," "," "
,Cold Brew,$50.00,$50.00,10,0," "," ",-,$0.00,$0.00,5.22%,$5.00,$0.00,$50.00
,," "," "," "," ",Sans sucre,10,$0.00," "," "," "," "," "," "
,," "," "," "," ",Lait Ordinaire,4,$0.00," "," "," "," "," "," "
,," "," "," "," ",Sans lait,6,$0.00," "," "," "," "," "," "
,," "," "," "," ",Dine In,6,$0.00," "," "," "," "," "," "
,," "," "," "," ",Take Out,4,$0.00," "," "," "," "," "," "
,Freddo Cappuccino,$43.60,$43.60,9,0," "," ",-,$0.00,$0.00,4.55%,$4.84,$0.00,$43.60
,," "," "," "," ",Traffic,4,$4.00," "," "," "," "," "," "
,," "," "," "," ",Maison,5,$0.00," "," "," "," "," "," "
,," "," "," "," ",Sans sucre,5,$0.00," "," "," "," "," "," "
,," "," "," "," ",1/2 sucre,2,$0.00," "," "," "," "," "," "
,," "," "," "," ",1 sucre,2,$0.00," "," "," "," "," "," "
,," "," "," "," ",Dine In,6,$0.00," "," "," "," "," "," "
,," "," "," "," ",Take Out,3,$0.00," "," "," "," "," "," "
,Iced Americano,$23.00,$23.00,5,0," "," ",-,$0.00,$0.00,2.40%,$4.60,$0.00,$23.00
,," "," "," "," ",Lait Regulier,3,$0.00," "," "," "," "," "," "
,," "," "," "," ",Sans lait,2,$0.00," "," "," "," "," "," "
,," "," "," "," ",Maison,3,$0.00," "," "," "," "," "," "
,," "," "," "," ",Xtra House Espresso,1,$1.50," "," "," "," "," "," "
,," "," "," "," ",Decaf,1,$0.50," "," "," "," "," "," "
