Items Report
"Jul 28, 2024 12:00 AM - Jul 28, 2024 11:59 PM"
"Requested on: Dec 11, 2024 1:49 PM"
Filters: Item Type = Revenue Items

Categories: All
"The report reflects all revenue items in paid, partially paid, partially refunded and refunded status. Does not include open orders."

Gross Sales,"$2,028.75"
Net Sales,"$2,023.49"
COGS,$0.00
Gross Profit,"$1,981.99"
Gross Profit Margin,97.95%

Category Name,Name,Gross Sales,Net Sales,Sold,Refunded,Modifier Name,Modifier Sold,Modifier Amount,Discounts,Refunds,% Net Sales,Avg Item Size,COGS,Gross Profit
Coffee Hot - Café Chaud
,Latte,$92.00,$92.00,20,0," "," ",-,$0.00,$0.00,4.55%,$4.60,$0.00,$92.00
,," "," "," "," ",Oat - Avoine,8,$4.00," "," "," "," "," "," "
,," "," "," "," ",Almond - Amande,3,$1.50," "," "," "," "," "," "
,," "," "," "," ",Regular milk - Lait régulier,9,$0.00," "," "," "," "," "," "
,," "," "," "," ",Maison,19,$0.00," "," "," "," "," "," "
,," "," "," "," ",Decaf,1,$0.50," "," "," "," "," "," "
,," "," "," "," ",Dine In,8,$0.00," "," "," "," "," "," "
,," "," "," "," ",Take Out,12,$0.00," "," "," "," "," "," "
,Cappuccino,$91.00,$90.42,20,0," "," ",-,-$0.58,$0.00,4.47%,$4.52,$0.00,$90.42
,," "," "," "," ",Oat - Avoine,3,$1.50," "," "," "," "," "," "
,," "," "," "," ",Regular milk - Lait régulier,17,$0.00," "," "," "," "," "," "
,," "," "," "," ",September,2,$2.00," "," "," "," "," "," "
,," "," "," "," ",Maison,17,$0.00," "," "," "," "," "," "
,," "," "," "," ",Xtra House Espresso,1,$1.50," "," "," "," "," "," "
,," "," "," "," ",Dine In,11,$0.00," "," "," "," "," "," "
,," "," "," "," ",Take Out,9,$0.00," "," "," "," "," "," "
,Cortado,$75.65,$75.65,17,0," "," ",-,$0.00,$0.00,3.74%,$4.45,$0.00,$75.65
,," "," "," "," ",Oat - Avoine,3,$1.50," "," "," "," "," "," "
,," "," "," "," ",Almond - Amande,1,$0.50," "," "," "," "," "," "
,," "," "," "," ",Macadamia,1,$0.70," "," "," "," "," "," "
,," "," "," "," ",Regular milk - Lait régulier,12,$0.00," "," "," "," "," "," "
,," "," "," "," ",September,7,$7.00," "," "," "," "," "," "
,," "," "," "," ",Maison,9,$0.00," "," "," "," "," "," "
,," "," "," "," ",Decaf,1,$0.50," "," "," "," "," "," "
,," "," "," "," ",Dine In,12,$0.00," "," "," "," "," "," "
,," "," "," "," ",Take Out,5,$0.00," "," "," "," "," "," "
,Pour-over Filtre,$58.80,$58.80,12,0," "," ",-,$0.00,$0.00,2.91%,$4.90,$0.00,$58.80
,," "," "," "," ",Hot - Chaud,9,$0.00," "," "," "," "," "," "
,," "," "," "," ",Cold - Froid,3,$0.00," "," "," "," "," "," "
,," "," "," "," ",Hernandez,1,$4.70," "," "," "," "," "," "
,," "," "," "," ",September Colombie,6,$27.60," "," "," "," "," "," "
,," "," "," "," ",September Wilton,5,$26.50," "," "," "," "," "," "
,," "," "," "," ",Dine In,9,$0.00," "," "," "," "," "," "
,," "," "," "," ",Take Out,3,$0.00," "," "," "," "," "," "
,Long Black,$49.20,$48.54,13,0," "," ",-,-$0.66,$0.00,2.40%,$3.73,$0.00,$48.54
,," "," "," "," ",September,5,$5.00," "," "," "," "," "," "
,," "," "," "," ",Maison,8,$0.00," "," "," "," "," "," "
,," "," "," "," ",Dine In,9,$0.00," "," "," "," "," "," "
,," "," "," "," ",Take Out,4,$0.00," "," "," "," "," "," "
,Espresso,$41.30,$40.65,11,0," "," ",-,-$0.65,$0.00,2.01%,$3.70,$0.00,$40.65
,," "," "," "," ",September,5,$5.00," "," "," "," "," "," "
,," "," "," "," ",Maison,6,$0.00," "," "," "," "," "," "
,," "," "," "," ",Dine In,11,$0.00," "," "," "," "," "," "
,Mocha,$31.50,$31.50,6,0," "," ",-,$0.00,$0.00,1.56%,$5.25,$0.00,$31.50
,," "," "," "," ",Oat - Avoine,1,$0.50," "," "," "," "," "," "
,," "," "," "," ",Regular milk - Lait régulier,5,$0.00," "," "," "," "," "," "
,," "," "," "," ",Hot - Chaud,3,$0.00," "," "," "," "," "," "
,," "," "," "," ",Cold - Froid,3,$0.00," "," "," "," "," "," "
,," "," "," "," ",Maison,4,$0.00," "," "," "," "," "," "
,," "," "," "," ",Decaf,2,$1.00," "," "," "," "," "," "
,," "," "," "," ",Dine In,4,$0.00," "," "," "," "," "," "
,," "," "," "," ",Take Out,2,$0.00," "," "," "," "," "," "
,Flat White,$22.00,$22.00,5,0," "," ",-,$0.00,$0.00,1.09%,$4.40,$0.00,$22.00
,," "," "," "," ",Almond - Amande,1,$0.50," "," "," "," "," "," "
