Items Report
"Apr 16, 2024 12:00 AM - Apr 16, 2024 11:59 PM"
"Requested on: Dec 11, 2024 1:34 PM"
Filters: Item Type = Revenue Items

Categories: All
"The report reflects all revenue items in paid, partially paid, partially refunded and refunded status. Does not include open orders."

Gross Sales,$833.80
Net Sales,$831.45
COGS,$0.00
Gross Profit,$830.70
Gross Profit Margin,99.91%

Category Name,Name,Gross Sales,Net Sales,Sold,Refunded,Modifier Name,Modifier Sold,Modifier Amount,Discounts,Refunds,% Net Sales,Avg Item Size,COGS,Gross Profit
Coffee Hot - Café Chaud
,Latte,$112.40,$111.49,24,0," "," ",-,-$0.91,$0.00,13.41%,$4.65,$0.00,$111.49
,," "," "," "," ",Oat - Avoine,8,$4.00," "," "," "," "," "," "
,," "," "," "," ",Almond - Amande,3,$1.50," "," "," "," "," "," "
,," "," "," "," ",Macadamia,1,$0.70," "," "," "," "," "," "
,," "," "," "," ",Regular milk - Lait régulier,11,$0.00," "," "," "," "," "," "
,," "," "," "," ",Skim Milk - Lait écrémé,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Sidra,2,$2.00," "," "," "," "," "," "
,," "," "," "," ",Maison,21,$0.00," "," "," "," "," "," "
,," "," "," "," ",Decaf,1,$0.50," "," "," "," "," "," "
,," "," "," "," ",Dine In,11,$0.00," "," "," "," "," "," "
,," "," "," "," ",Take Out,13,$0.00," "," "," "," "," "," "
,," "," "," "," ",Vanilla Sirop,1,$0.50," "," "," "," "," "," "
,Cappuccino,$74.00,$72.56,16,0," "," ",-,-$1.44,$0.00,8.73%,$4.54,$0.00,$72.56
,," "," "," "," ",Oat - Avoine,4,$2.00," "," "," "," "," "," "
,," "," "," "," ",Almond - Amande,1,$0.50," "," "," "," "," "," "
,," "," "," "," ",Macadamia,1,$0.70," "," "," "," "," "," "
,," "," "," "," ",Regular milk - Lait régulier,10,$0.00," "," "," "," "," "," "
,," "," "," "," ",Sidra,2,$2.00," "," "," "," "," "," "
,," "," "," "," ",Maison,14,$0.00," "," "," "," "," "," "
,," "," "," "," ",Dine In,11,$0.00," "," "," "," "," "," "
,," "," "," "," ",Take Out,5,$0.00," "," "," "," "," "," "
,Cortado,$48.45,$48.45,11,0," "," ",-,$0.00,$0.00,5.83%,$4.40,$0.00,$48.45
,," "," "," "," ",Oat - Avoine,3,$1.50," "," "," "," "," "," "
,," "," "," "," ",Coconut - Noix de coco,1,$0.60," "," "," "," "," "," "
,," "," "," "," ",Regular milk - Lait régulier,7,$0.00," "," "," "," "," "," "
,," "," "," "," ",Sidra,4,$4.00," "," "," "," "," "," "
,," "," "," "," ",Maison,7,$0.00," "," "," "," "," "," "
,," "," "," "," ",Dine In,7,$0.00," "," "," "," "," "," "
,," "," "," "," ",Take Out,4,$0.00," "," "," "," "," "," "
,Americano,$22.20,$22.20,6,0," "," ",-,$0.00,$0.00,2.67%,$3.70,$0.00,$22.20
,," "," "," "," ",Sidra,1,$1.00," "," "," "," "," "," "
,," "," "," "," ",Maison,4,$0.00," "," "," "," "," "," "
,," "," "," "," ",Decaf,1,$0.50," "," "," "," "," "," "
,," "," "," "," ",Lait Ordinaire,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Sans lait,4,$0.00," "," "," "," "," "," "
,," "," "," "," ",Creme,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Dine In,5,$0.00," "," "," "," "," "," "
,," "," "," "," ",Take Out,1,$0.00," "," "," "," "," "," "
,Flat White,$22.00,$22.00,5,0," "," ",-,$0.00,$0.00,2.65%,$4.40,$0.00,$22.00
,," "," "," "," ",Regular milk - Lait régulier,5,$0.00," "," "," "," "," "," "
,," "," "," "," ",Sidra,2,$2.00," "," "," "," "," "," "
,," "," "," "," ",Maison,3,$0.00," "," "," "," "," "," "
,," "," "," "," ",Dine In,5,$0.00," "," "," "," "," "," "
,Long Black,$18.50,$18.50,5,0," "," ",-,$0.00,$0.00,2.23%,$3.70,$0.00,$18.50
,," "," "," "," ",Sidra,1,$1.00," "," "," "," "," "," "
,," "," "," "," ",Maison,3,$0.00," "," "," "," "," "," "
,," "," "," "," ",Decaf,1,$0.50," "," "," "," "," "," "
,," "," "," "," ",Dine In,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Take Out,4,$0.00," "," "," "," "," "," "
,Mocha,$16.20,$16.20,3,0," "," ",-,$0.00,$0.00,1.95%,$5.40,$0.00,$16.20
,," "," "," "," ",Almond - Amande,1,$0.50," "," "," "," "," "," "
,," "," "," "," ",Macadamia,1,$0.70," "," "," "," "," "," "
,," "," "," "," ",Regular milk - Lait régulier,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Maison,3,$0.00," "," "," "," "," "," "
,," "," "," "," ",Dine In,2,$0.00," "," "," "," "," "," "
,," "," "," "," ",Take Out,1,$0.00," "," "," "," "," "," "
,Espresso,$4.30,$4.30,1,0," "," ",-,$0.00,$0.00,0.52%,$4.30,$0.00,$4.30
,," "," "," "," ",Sidra,1,$1.00," "," "," "," "," "," "
,," "," "," "," ",Take Out,1,$0.00," "," "," "," "," "," "
Total (Coffee Hot - Café Chaud),,$318.05,$315.70,71,0,-,208,$27.70,-$2.35,$0.00,37.97%,$4.45,$0.00,$315.70

Uncategorized
,Chia Pudding,$45.00,$45.00,5,0," "," ",-,$0.00,$0.00,5.41%,$9.00,$0.00,$45.00
,Dejeuner Sandwich,$34.00,$34.00,4,0," "," ",-,$0.00,$0.00,4.09%,$8.50,$0.00,$34.00
,September Jorge Rojas,$33.00,$33.00,1,0," "," ",-,$0.00,$0.00,3.97%,$33.00,$0.00,$33.00
,Subtext Volcan Azul,$29.00,$29.00,1,0," "," ",-,$0.00,$0.00,3.49%,$29.00,$0.00,$29.00
,Matcha Biscuit,$28.50,$28.50,6,0," "," ",-,$0.00,$0.00,3.43%,$4.75,$0.00,$28.50
,Toast Avocat,$26.00,$26.00,2,0," "," ",-,$0.00,$0.00,3.13%,$13.00,$0.00,$26.00
,," "," "," "," ",Dine In,2,$0.00," "," "," "," "," "," "
,Sandwich Saucisse,$25.00,$25.00,2,0," "," ",-,$0.00,$0.00,3.01%,$12.50,$0.00,$25.00
,Gâteau au citron,$16.50,$16.50,5,0," "," ",-,$0.00,$0.00,1.98%,$3.30,$0.00,$16.50
,Lavande Latte,$16.20,$16.20,3,0," "," ",-,$0.00,$0.00,1.95%,$5.40,$0.00,$16.20
,," "," "," "," ",Only Regular Milk - Lait regulier seulement,3,$0.00," "," "," "," "," "," "
,," "," "," "," ",Hot - Chaud,2,$0.00," "," "," "," "," "," "
,," "," "," "," ",Cold - Froid,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Sans sucre,2,$0.00," "," "," "," "," "," "
,," "," "," "," ",1/2 sucre,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Dine In,3,$0.00," "," "," "," "," "," "
,," "," "," "," ",Extra Espresso,1,$1.50," "," "," "," "," "," "
,Kayana,$14.00,$14.00,1,0," "," ",-,$0.00,$0.00,1.68%,$14.00,$0.00,$14.00
,Oreo Brioche,$9.50,$9.50,2,0," "," ",-,$0.00,$0.00,1.14%,$4.75,$0.00,$9.50
,Brioche Caux Noir,$8.50,$8.50,2,0," "," ",-,$0.00,$0.00,1.02%,$4.25,$0.00,$8.50
,Article personnalisé,$0.50,$0.50,1,0," "," ",-,$0.00,$0.00,0.06%,$0.50,-,-
,Article personnalisé,$0.25,$0.25,1,0," "," ",-,$0.00,$0.00,0.03%,$0.25,-,-
